borrower_type,monthly_inflow,upi_tx_count_monthly,upi_debit_to_credit_ratio,cashflow_volatility,utility_payment_delay_days,telecom_recharge_regularity,gst_filing_punctuality,ecommerce_cancellation_rate,mobility_activity_score,is_default
kirana_merchant,14064.62,37,0.905,0.612,5,0.998,0.159,0.093,62.5,0
kirana_merchant,87918.65,46,0.952,0.306,6,0.775,0.952,0.101,49.4,0
freelancer,41275.49,46,1.033,0.329,2,0.281,0.0,0.312,59.4,0
kirana_merchant,11591.16,41,1.022,0.102,1,0.688,0.377,0.047,44.5,0
kirana_merchant,18872.96,36,0.776,0.163,11,0.954,0.431,0.126,36.6,1
gig_worker,40458.84,34,1.096,0.243,4,0.354,0.0,0.15,75.9,0
kirana_merchant,48444.4,56,0.614,0.612,3,0.819,0.73,0.113,63.2,0
kirana_merchant,14241.01,35,1.093,0.27,0,0.532,0.833,0.146,37.4,0
gig_worker,38426.9,35,0.723,0.199,1,0.315,0.0,0.228,65.3,0
gig_worker,10161.18,52,0.82,0.593,2,0.871,0.0,0.066,57.2,1
kirana_merchant,25727.92,54,1.042,0.621,2,0.712,0.392,0.139,43.8,0
kirana_merchant,46911.75,40,0.722,0.148,3,0.21,0.946,0.066,47.4,0
kirana_merchant,20419.43,43,0.712,0.718,2,0.865,0.485,0.261,27.5,0
gig_worker,12664.26,50,0.922,0.585,1,0.629,0.0,0.305,44.2,0
kirana_merchant,28943.69,50,0.953,0.418,4,0.699,0.788,0.203,38.1,0
gig_worker,19883.4,49,0.604,0.887,3,0.651,0.0,0.04,75.6,0
kirana_merchant,36856.2,47,0.825,0.108,5,0.512,0.571,0.167,71.3,0
gig_worker,17280.55,41,0.845,0.536,3,0.309,0.0,0.158,83.0,1
gig_worker,18282.17,38,0.736,0.228,1,0.775,0.0,0.284,99.0,0
gig_worker,9793.74,39,0.873,0.363,1,0.747,0.0,0.039,65.3,0
gig_worker,29289.15,56,0.677,0.207,4,0.887,0.0,0.341,78.6,0
gig_worker,24823.54,41,0.762,0.635,8,0.692,0.0,0.09,70.5,0
gig_worker,14850.78,42,0.957,0.421,0,0.235,0.0,0.291,99.0,0
kirana_merchant,29640.57,42,1.037,0.889,8,0.53,0.038,0.281,53.7,1
kirana_merchant,44960.3,46,0.895,0.623,0,0.284,0.18,0.273,6.4,1
gig_worker,24154.26,46,0.637,0.834,7,0.677,0.0,0.062,63.4,0
freelancer,30763.48,52,0.939,0.293,0,0.363,0.0,0.047,13.5,0
gig_worker,30842.71,52,1.049,0.355,15,0.955,0.0,0.168,90.3,0
kirana_merchant,14732.85,45,0.852,0.39,1,0.324,0.384,0.264,31.1,0
gig_worker,75229.06,51,0.847,0.771,10,0.866,0.0,0.245,78.0,0
gig_worker,21259.84,50,1.096,0.269,2,0.687,0.0,0.276,69.9,0
kirana_merchant,37348.88,51,0.918,0.857,7,0.447,0.413,0.059,37.6,0
kirana_merchant,39521.8,39,1.003,0.135,6,0.833,0.232,0.161,28.6,1
freelancer,25089.44,37,0.923,0.812,22,0.973,0.0,0.173,28.7,1
kirana_merchant,36439.09,47,0.71,0.461,2,0.315,0.991,0.1,44.8,0
freelancer,30421.64,39,0.742,0.521,11,0.872,0.0,0.21,31.1,0
gig_worker,13242.41,36,0.933,0.898,6,0.849,0.0,0.033,79.2,0
gig_worker,22785.14,42,0.828,0.796,2,0.808,0.0,0.276,47.7,0
gig_worker,19805.69,38,0.802,0.823,0,0.416,0.0,0.091,51.6,1
gig_worker,21356.84,48,0.611,0.568,0,0.816,0.0,0.265,82.6,0
kirana_merchant,14016.61,46,1.042,0.865,0,0.263,0.489,0.044,27.5,0
kirana_merchant,47250.42,34,1.042,0.65,0,0.284,0.412,0.184,19.1,0
gig_worker,59933.83,49,0.83,0.755,0,0.446,0.0,0.093,76.0,0
freelancer,43870.68,42,0.95,0.677,1,0.406,0.0,0.149,33.3,0
freelancer,50780.34,42,0.689,0.725,0,0.581,0.0,0.312,48.8,0
gig_worker,22644.73,39,0.852,0.61,12,0.652,0.0,0.167,35.2,0
gig_worker,19572.32,39,0.819,0.681,1,0.441,0.0,0.11,47.7,0
gig_worker,18227.86,45,0.928,0.449,5,0.757,0.0,0.12,79.3,0
gig_worker,37124.5,42,0.835,0.665,5,0.206,0.0,0.229,79.5,0
gig_worker,30137.68,44,0.849,0.321,7,0.383,0.0,0.264,82.8,0
kirana_merchant,25884.23,34,0.748,0.608,7,0.483,0.272,0.034,53.8,1
gig_worker,51409.3,43,0.624,0.519,1,0.515,0.0,0.184,72.9,0
gig_worker,32940.91,46,1.059,0.819,1,0.491,0.0,0.159,63.6,1
freelancer,17688.52,42,0.606,0.639,0,0.21,0.0,0.148,7.9,1
kirana_merchant,19140.19,47,0.741,0.577,0,0.95,0.588,0.155,75.0,0
freelancer,37835.26,51,0.824,0.35,1,0.811,0.0,0.254,21.4,0
gig_worker,45291.13,41,0.76,0.79,3,0.205,0.0,0.35,88.4,0
gig_worker,35448.64,41,0.876,0.143,6,0.481,0.0,0.342,63.5,0
kirana_merchant,69455.7,51,0.831,0.82,11,0.554,0.777,0.253,40.2,0
gig_worker,60931.38,37,0.728,0.622,2,0.373,0.0,0.1,60.5,0
gig_worker,33540.8,40,0.644,0.252,1,0.933,0.0,0.022,72.9,0
kirana_merchant,17689.2,42,0.669,0.822,1,0.784,0.897,0.276,51.8,0
kirana_merchant,13974.73,49,0.843,0.361,1,0.891,0.294,0.179,16.4,0
kirana_merchant,22165.87,38,1.023,0.235,1,0.79,0.381,0.112,52.1,0
kirana_merchant,39206.85,42,0.65,0.355,1,0.484,0.318,0.159,70.4,0
kirana_merchant,67058.69,44,0.939,0.869,10,0.581,0.242,0.266,52.3,1
gig_worker,33147.53,37,0.996,0.702,2,0.248,0.0,0.035,83.2,0
gig_worker,48260.15,43,0.738,0.833,1,0.537,0.0,0.188,69.5,0
gig_worker,23797.75,49,0.934,0.339,9,0.841,0.0,0.145,64.7,0
gig_worker,36731.3,53,0.943,0.166,7,0.798,0.0,0.088,75.4,0
freelancer,40606.3,56,0.954,0.55,6,0.828,0.0,0.315,19.6,1
kirana_merchant,9998.62,58,1.045,0.486,3,0.417,0.738,0.258,39.6,0
kirana_merchant,21878.96,49,0.799,0.676,2,0.279,0.791,0.269,17.1,1
gig_worker,43254.22,56,0.722,0.534,2,0.568,0.0,0.246,56.0,0
gig_worker,30860.56,56,0.872,0.417,3,0.584,0.0,0.122,88.5,0
gig_worker,14790.53,58,0.631,0.104,3,0.7,0.0,0.03,37.3,0
gig_worker,7981.96,39,0.767,0.474,2,0.275,0.0,0.217,82.4,0
gig_worker,22406.57,37,1.042,0.197,0,0.231,0.0,0.129,99.0,0
kirana_merchant,25957.27,41,0.866,0.838,8,0.798,0.549,0.111,48.0,1
kirana_merchant,17292.68,46,0.818,0.837,4,0.713,0.012,0.244,28.6,1
kirana_merchant,28898.43,57,0.733,0.743,1,0.376,0.474,0.137,53.8,0
kirana_merchant,34654.86,53,0.725,0.226,0,0.871,0.74,0.342,21.0,0
freelancer,37621.97,70,0.718,0.218,0,0.478,0.0,0.319,23.9,0
gig_worker,8283.66,50,1.015,0.551,0,0.584,0.0,0.035,53.4,0
gig_worker,13944.74,38,1.093,0.682,1,0.301,0.0,0.054,53.4,0
gig_worker,23102.33,41,0.867,0.824,2,0.978,0.0,0.202,84.3,1
kirana_merchant,35813.73,46,0.64,0.815,6,0.78,0.741,0.029,41.1,0
freelancer,34358.92,28,0.976,0.224,3,0.392,0.0,0.167,45.3,1
gig_worker,34061.91,54,1.039,0.896,2,0.959,0.0,0.154,75.2,1
freelancer,22209.85,46,1.066,0.225,1,0.506,0.0,0.236,13.0,0
freelancer,22838.05,49,0.914,0.772,0,0.54,0.0,0.165,31.6,1
gig_worker,18691.71,51,0.853,0.57,0,0.332,0.0,0.07,58.7,1
gig_worker,39501.62,59,0.91,0.643,1,0.541,0.0,0.079,65.3,0
kirana_merchant,16979.39,44,0.606,0.583,8,0.979,0.762,0.146,42.6,0
freelancer,41151.6,45,0.928,0.796,1,0.547,0.0,0.102,31.4,0
gig_worker,29849.6,39,0.955,0.61,2,0.76,0.0,0.298,74.9,0
kirana_merchant,26304.04,34,0.961,0.779,1,0.983,0.263,0.35,46.0,0
gig_worker,19373.18,41,0.882,0.223,0,0.698,0.0,0.28,58.0,0
kirana_merchant,13660.03,35,0.95,0.793,0,0.428,0.47,0.129,45.7,0
kirana_merchant,19461.11,43,0.919,0.894,0,0.475,0.505,0.173,71.8,0
kirana_merchant,22810.96,39,0.658,0.629,1,0.389,0.591,0.169,35.3,0
freelancer,8229.56,48,1.049,0.881,1,0.957,0.0,0.324,14.0,0
freelancer,24375.22,32,0.911,0.276,3,0.914,0.0,0.218,32.3,0
freelancer,42709.59,47,0.964,0.763,2,0.709,0.0,0.256,47.9,0
gig_worker,35725.11,42,0.771,0.235,4,0.263,0.0,0.124,81.1,1
kirana_merchant,20992.01,46,1.06,0.513,1,0.833,0.41,0.035,49.9,0
gig_worker,27542.02,48,0.851,0.631,8,0.854,0.0,0.093,94.2,0
kirana_merchant,20372.02,33,0.94,0.628,0,0.8,0.364,0.069,67.2,0
kirana_merchant,28980.55,46,1.076,0.637,4,0.337,0.896,0.169,62.1,0
kirana_merchant,58107.73,47,1.058,0.357,10,0.426,0.191,0.204,39.7,1
kirana_merchant,43662.7,50,0.922,0.879,4,0.85,0.584,0.08,89.0,0
freelancer,34905.41,55,0.683,0.105,2,0.555,0.0,0.153,26.0,0
gig_worker,21026.89,52,1.075,0.597,1,0.394,0.0,0.192,84.5,0
kirana_merchant,39142.7,38,1.092,0.793,3,0.714,0.986,0.114,33.5,0
gig_worker,11574.52,34,0.652,0.813,6,0.675,0.0,0.157,82.7,0
gig_worker,23714.06,46,0.825,0.676,1,0.616,0.0,0.025,80.1,0
gig_worker,36020.94,53,0.874,0.56,7,0.475,0.0,0.152,67.4,0
freelancer,38956.88,35,0.646,0.466,5,0.82,0.0,0.229,5.0,0
freelancer,37606.88,50,0.695,0.46,0,0.655,0.0,0.177,68.6,0
freelancer,31176.36,50,0.869,0.44,1,0.892,0.0,0.207,60.1,1
freelancer,24395.1,41,1.082,0.66,0,0.864,0.0,0.276,58.3,0
gig_worker,35206.57,55,0.614,0.685,3,0.954,0.0,0.349,51.6,0
gig_worker,16706.77,42,1.056,0.512,5,0.793,0.0,0.158,85.9,0
kirana_merchant,17635.36,42,1.049,0.693,5,0.311,0.142,0.077,41.7,0
kirana_merchant,27746.57,43,1.029,0.523,18,0.492,0.563,0.343,37.3,1
kirana_merchant,29336.82,54,0.789,0.178,3,0.802,0.911,0.114,30.8,0
gig_worker,10798.82,39,0.845,0.781,3,0.308,0.0,0.106,92.4,1
kirana_merchant,33778.28,35,0.802,0.796,13,0.741,0.344,0.307,49.2,0
kirana_merchant,39591.28,44,1.074,0.313,2,0.463,0.994,0.315,44.3,0
gig_worker,25883.41,49,0.861,0.729,8,0.389,0.0,0.131,77.2,1
kirana_merchant,88188.61,58,0.64,0.509,1,0.636,0.499,0.234,47.2,0
kirana_merchant,19120.81,47,0.737,0.199,2,0.272,0.069,0.248,60.1,0
kirana_merchant,22459.22,47,0.831,0.418,4,0.755,0.366,0.193,10.7,0
gig_worker,22080.86,37,1.077,0.161,25,0.526,0.0,0.217,66.4,1
kirana_merchant,25897.62,62,0.884,0.729,0,0.678,0.502,0.138,21.7,0
gig_worker,22825.59,49,0.948,0.257,2,0.27,0.0,0.253,75.5,0
gig_worker,13314.31,49,0.644,0.232,2,0.551,0.0,0.314,50.0,0
kirana_merchant,20470.21,49,1.039,0.267,10,0.828,0.422,0.305,24.3,0
kirana_merchant,25621.56,35,0.87,0.281,0,0.768,0.026,0.289,49.1,0
gig_worker,49726.14,46,1.061,0.639,0,0.631,0.0,0.071,67.9,1
kirana_merchant,80912.34,37,0.823,0.611,6,0.354,0.568,0.272,49.7,1
kirana_merchant,52456.36,54,0.942,0.203,11,0.672,0.173,0.074,24.8,0
kirana_merchant,18257.12,40,0.835,0.68,0,0.741,0.613,0.283,40.2,0
kirana_merchant,18998.12,38,0.671,0.379,0,0.648,0.575,0.127,43.2,0
kirana_merchant,24843.11,35,0.736,0.466,12,0.804,0.359,0.065,22.1,0
kirana_merchant,65662.25,40,0.634,0.2,12,0.501,0.06,0.26,32.8,1
gig_worker,24767.51,54,0.82,0.667,3,0.516,0.0,0.173,74.5,0
gig_worker,13852.85,46,0.925,0.401,1,0.953,0.0,0.202,66.9,0
kirana_merchant,20939.89,40,0.722,0.606,1,0.928,0.097,0.304,30.4,0
kirana_merchant,39282.25,43,0.845,0.442,8,0.345,0.913,0.141,47.7,0
kirana_merchant,37985.89,40,0.829,0.139,4,0.396,0.147,0.112,35.9,0
gig_worker,24340.37,38,0.867,0.663,3,0.654,0.0,0.151,76.0,0
gig_worker,37862.15,43,0.692,0.542,4,0.646,0.0,0.229,79.7,0
kirana_merchant,8633.57,48,0.867,0.447,0,0.263,0.858,0.094,53.6,0
gig_worker,28336.74,41,0.782,0.261,0,0.931,0.0,0.282,73.8,0
kirana_merchant,41371.3,53,0.743,0.599,3,0.819,0.555,0.311,41.1,0
gig_worker,17739.84,42,0.893,0.32,0,0.837,0.0,0.321,71.4,0
kirana_merchant,17709.04,36,0.674,0.443,1,0.753,0.203,0.223,65.1,0
freelancer,10580.58,36,1.05,0.145,2,0.333,0.0,0.33,25.6,0
gig_worker,59572.41,58,1.067,0.721,2,0.491,0.0,0.065,91.1,0
kirana_merchant,18768.27,44,0.93,0.172,4,0.461,0.862,0.205,35.9,0
gig_worker,30349.08,51,0.752,0.813,10,0.991,0.0,0.168,78.7,0
kirana_merchant,36386.7,49,0.913,0.794,9,0.291,0.701,0.343,47.2,0
kirana_merchant,57298.74,56,0.901,0.877,3,0.644,0.69,0.05,54.9,0
kirana_merchant,24910.66,45,0.796,0.827,1,0.818,0.118,0.152,5.0,0
kirana_merchant,20543.2,45,0.744,0.877,4,0.526,0.815,0.074,53.0,0
freelancer,29334.92,41,0.684,0.81,0,0.622,0.0,0.137,33.3,1
gig_worker,51125.57,44,0.709,0.19,3,0.333,0.0,0.307,80.8,0
gig_worker,24708.78,36,0.927,0.45,5,0.366,0.0,0.094,76.1,0
freelancer,16690.01,55,1.043,0.161,0,0.756,0.0,0.183,49.9,0
kirana_merchant,12451.81,39,0.792,0.536,15,0.779,0.759,0.088,28.2,0
freelancer,14608.39,49,0.661,0.524,0,0.647,0.0,0.343,8.7,0
kirana_merchant,41448.03,43,0.606,0.838,2,0.924,0.8,0.045,18.1,0
freelancer,22918.23,46,0.803,0.876,2,0.498,0.0,0.3,28.4,0
kirana_merchant,19855.56,46,0.716,0.308,0,0.781,0.575,0.328,31.1,0
kirana_merchant,18807.6,41,0.761,0.566,1,0.78,0.115,0.277,52.2,0
freelancer,28071.86,51,0.721,0.472,0,0.57,0.0,0.142,54.4,0
kirana_merchant,23867.49,45,0.932,0.537,0,0.863,0.153,0.151,55.6,0
gig_worker,23468.96,48,0.919,0.525,10,0.621,0.0,0.03,63.7,1
gig_worker,52820.89,33,1.056,0.831,5,0.701,0.0,0.084,70.6,1
gig_worker,58046.99,45,0.95,0.817,3,0.235,0.0,0.327,80.3,0
gig_worker,12027.96,47,0.682,0.198,8,0.752,0.0,0.26,91.0,0
gig_worker,31691.26,40,0.976,0.376,3,0.721,0.0,0.202,86.9,0
kirana_merchant,18243.59,34,0.691,0.702,9,0.925,0.878,0.347,61.1,0
kirana_merchant,23762.75,50,0.879,0.647,6,0.313,0.113,0.271,50.5,0
kirana_merchant,31402.39,45,0.639,0.605,1,0.352,0.772,0.223,62.0,0
kirana_merchant,24188.68,45,0.624,0.895,2,0.585,0.143,0.191,56.8,1
gig_worker,30188.91,47,0.832,0.37,3,0.478,0.0,0.174,50.3,0
gig_worker,37664.95,48,0.652,0.512,4,0.312,0.0,0.302,76.4,0
gig_worker,31172.4,46,0.753,0.883,5,0.322,0.0,0.179,60.1,0
kirana_merchant,19469.06,52,0.769,0.656,5,0.772,0.255,0.164,30.3,0
gig_worker,19641.5,54,0.985,0.619,7,0.799,0.0,0.096,74.2,0
gig_worker,13097.12,53,0.766,0.224,11,0.913,0.0,0.23,71.9,1
kirana_merchant,17554.05,54,0.847,0.297,4,0.448,0.416,0.03,40.3,0
freelancer,71756.53,50,0.986,0.402,4,0.563,0.0,0.104,16.8,0
gig_worker,18105.99,49,0.702,0.472,1,0.311,0.0,0.193,69.7,0
kirana_merchant,14813.74,37,1.002,0.498,4,0.299,0.682,0.122,25.0,0
kirana_merchant,31570.04,40,1.016,0.822,5,0.209,0.707,0.19,49.0,0
kirana_merchant,25458.82,50,1.094,0.186,0,0.336,0.913,0.098,43.5,0
freelancer,24396.71,45,0.822,0.299,14,0.424,0.0,0.303,45.4,1
gig_worker,54421.96,41,0.785,0.215,2,0.652,0.0,0.057,58.1,0
gig_worker,35403.41,45,0.951,0.688,1,0.697,0.0,0.093,88.6,0
freelancer,20640.36,35,0.629,0.876,6,0.638,0.0,0.173,39.1,1
kirana_merchant,21758.55,42,0.62,0.815,8,0.226,0.45,0.165,98.1,0
kirana_merchant,20925.14,47,0.767,0.679,1,0.617,0.927,0.242,30.3,0
kirana_merchant,41663.05,52,0.965,0.117,3,0.561,0.097,0.253,70.2,1
kirana_merchant,23061.65,37,0.658,0.378,5,0.817,0.648,0.237,31.7,0
freelancer,10975.53,47,0.918,0.791,6,0.926,0.0,0.231,51.6,0
freelancer,26261.0,39,0.735,0.622,1,0.731,0.0,0.168,43.6,0
kirana_merchant,12475.06,48,0.926,0.268,3,0.769,0.647,0.167,20.1,0
gig_worker,80186.89,44,0.828,0.473,10,0.511,0.0,0.049,68.0,1
freelancer,16600.13,46,0.658,0.17,3,0.673,0.0,0.021,50.3,0
gig_worker,24811.63,45,0.724,0.517,1,0.637,0.0,0.302,69.1,0
gig_worker,30610.59,38,0.71,0.821,1,0.978,0.0,0.023,85.9,0
freelancer,23287.47,43,0.682,0.131,1,0.786,0.0,0.319,44.5,1
gig_worker,23271.5,28,0.834,0.591,0,0.421,0.0,0.089,87.4,0
gig_worker,33220.21,54,1.077,0.286,0,0.91,0.0,0.205,79.3,0
gig_worker,57705.51,52,0.929,0.892,6,0.629,0.0,0.327,58.9,1
freelancer,39488.1,42,1.018,0.152,1,0.327,0.0,0.146,37.1,0
kirana_merchant,56345.46,45,1.091,0.594,4,0.867,0.674,0.286,47.0,0
kirana_merchant,15941.65,38,0.87,0.305,19,0.622,0.412,0.211,44.1,0
gig_worker,31529.58,38,0.719,0.806,21,0.263,0.0,0.162,61.7,1
kirana_merchant,29074.68,49,1.064,0.198,20,0.513,0.787,0.073,40.2,1
kirana_merchant,32065.81,49,0.949,0.443,3,0.59,0.786,0.076,53.4,1
gig_worker,53536.34,51,1.079,0.248,2,0.422,0.0,0.123,72.6,0
kirana_merchant,24091.28,44,0.926,0.74,5,0.435,0.847,0.315,6.2,0
gig_worker,21965.94,44,0.988,0.381,15,0.304,0.0,0.081,90.2,0
freelancer,35136.31,49,1.045,0.249,6,0.768,0.0,0.279,29.3,1
kirana_merchant,11057.88,41,0.98,0.681,2,0.243,0.563,0.056,17.9,0
freelancer,23898.57,42,0.881,0.754,1,0.426,0.0,0.288,36.0,0
gig_worker,25157.24,42,0.836,0.47,4,0.369,0.0,0.043,63.4,0
kirana_merchant,16980.5,44,1.012,0.403,5,0.559,0.506,0.093,29.7,0
kirana_merchant,45639.53,44,0.986,0.606,1,0.829,0.623,0.096,46.8,0
kirana_merchant,15817.62,36,0.783,0.621,6,0.439,0.451,0.292,66.3,1
freelancer,25136.18,55,0.849,0.629,0,0.898,0.0,0.214,43.0,0
gig_worker,31150.28,45,0.917,0.321,11,0.894,0.0,0.23,52.9,0
gig_worker,52930.01,55,0.614,0.853,5,0.526,0.0,0.29,68.3,0
kirana_merchant,26761.56,47,0.724,0.271,5,0.863,0.17,0.272,37.2,0
kirana_merchant,42962.24,37,0.725,0.399,3,0.44,0.312,0.026,52.4,1
kirana_merchant,38188.81,50,1.042,0.327,1,0.407,0.071,0.124,13.2,0
gig_worker,28616.21,35,0.766,0.845,4,0.896,0.0,0.114,80.2,0
kirana_merchant,15603.39,52,0.873,0.763,1,0.739,0.05,0.284,29.2,0
gig_worker,13130.72,54,1.016,0.749,8,0.395,0.0,0.023,64.0,1
kirana_merchant,28374.69,41,0.73,0.104,2,0.221,0.25,0.026,58.7,0
kirana_merchant,20509.67,48,0.662,0.649,3,0.8,0.755,0.086,49.4,0
kirana_merchant,42600.9,51,1.074,0.284,1,0.449,0.04,0.097,52.7,1
gig_worker,39062.89,51,0.952,0.874,0,0.278,0.0,0.075,85.6,0
kirana_merchant,24531.04,45,0.689,0.525,5,0.431,0.931,0.048,39.6,0
gig_worker,15080.28,34,1.01,0.552,8,0.547,0.0,0.238,58.1,0
gig_worker,34730.3,54,0.994,0.385,3,0.375,0.0,0.072,75.6,0
kirana_merchant,16171.82,38,1.019,0.529,1,0.248,0.331,0.23,57.2,1
freelancer,18412.19,45,0.738,0.7,0,0.467,0.0,0.171,37.0,0
gig_worker,16486.42,51,0.824,0.55,0,0.601,0.0,0.304,90.5,0
kirana_merchant,25103.17,36,0.947,0.613,7,0.836,0.429,0.109,38.8,0
freelancer,48295.62,37,0.795,0.478,6,0.826,0.0,0.345,32.9,0
freelancer,26835.46,46,0.635,0.673,1,0.328,0.0,0.203,18.9,1
gig_worker,21555.59,49,0.668,0.82,2,0.575,0.0,0.339,58.8,0
freelancer,12546.44,34,0.899,0.141,2,0.893,0.0,0.234,39.2,0
gig_worker,35456.51,47,0.788,0.186,0,0.241,0.0,0.099,54.1,0
gig_worker,18211.3,46,0.603,0.648,5,0.588,0.0,0.119,71.2,0
gig_worker,28531.35,42,0.983,0.402,2,0.602,0.0,0.072,71.5,0
kirana_merchant,22536.48,37,0.808,0.325,9,0.864,0.088,0.161,53.4,0
gig_worker,40908.31,60,0.757,0.243,16,0.598,0.0,0.129,85.4,0
gig_worker,24869.11,50,0.957,0.558,0,0.281,0.0,0.103,79.0,1
gig_worker,26122.1,41,0.828,0.378,4,0.752,0.0,0.086,99.0,0
freelancer,34299.07,52,0.947,0.506,6,0.655,0.0,0.296,37.7,0
freelancer,77147.16,41,0.607,0.867,0,0.574,0.0,0.297,62.1,0
gig_worker,41949.57,42,0.605,0.707,14,0.43,0.0,0.199,38.3,1
freelancer,25737.31,41,0.88,0.737,3,0.261,0.0,0.22,41.3,0
freelancer,26946.24,43,1.091,0.199,1,0.934,0.0,0.159,30.2,0
kirana_merchant,20693.4,29,0.736,0.36,2,0.874,0.919,0.227,49.5,0
gig_worker,16730.73,42,0.941,0.185,0,0.952,0.0,0.28,76.6,0
kirana_merchant,20406.82,48,0.686,0.875,3,0.953,0.884,0.182,57.4,0
freelancer,18286.63,47,0.756,0.646,10,0.339,0.0,0.281,47.0,0
kirana_merchant,37297.6,39,0.639,0.115,0,0.457,0.15,0.315,46.9,0
gig_worker,15746.96,38,1.04,0.48,7,0.582,0.0,0.347,55.6,1
kirana_merchant,52397.03,47,0.755,0.311,2,0.525,0.352,0.338,53.5,0
kirana_merchant,39183.98,37,0.715,0.532,11,0.971,0.273,0.102,24.6,1
kirana_merchant,27180.39,45,0.965,0.243,0,0.436,0.592,0.222,30.1,0
gig_worker,26907.47,52,0.7,0.145,11,0.297,0.0,0.138,78.7,0
gig_worker,20360.65,37,0.72,0.359,8,0.572,0.0,0.251,74.6,1
freelancer,30792.99,33,0.652,0.336,0,0.607,0.0,0.086,21.3,0
freelancer,46353.23,45,1.081,0.674,12,0.527,0.0,0.111,16.4,1
gig_worker,18928.46,38,0.724,0.48,6,0.83,0.0,0.34,73.7,0
freelancer,12497.75,38,1.098,0.333,1,0.595,0.0,0.22,32.8,0
gig_worker,38238.92,38,0.688,0.556,0,0.445,0.0,0.086,64.3,0
kirana_merchant,31640.18,40,0.61,0.157,4,0.589,0.759,0.15,54.5,0
kirana_merchant,15365.82,46,1.048,0.63,6,0.92,0.935,0.138,43.5,0
freelancer,18644.46,48,0.89,0.218,11,0.889,0.0,0.097,51.3,0
freelancer,17508.61,52,0.776,0.324,2,0.724,0.0,0.04,44.9,0
gig_worker,18727.23,46,0.857,0.326,2,0.721,0.0,0.343,50.4,0
freelancer,22883.21,52,0.73,0.473,0,0.682,0.0,0.142,8.6,1
gig_worker,23546.36,32,0.917,0.863,3,0.383,0.0,0.2,83.6,0
kirana_merchant,19430.58,42,0.908,0.36,14,0.693,0.535,0.153,62.1,0
kirana_merchant,18414.95,48,0.64,0.325,6,0.68,0.33,0.254,53.5,1
kirana_merchant,23995.17,48,1.055,0.235,0,0.655,0.842,0.266,30.5,0
gig_worker,29256.17,35,0.83,0.414,0,0.844,0.0,0.317,92.1,0
freelancer,22967.87,48,0.698,0.246,5,0.236,0.0,0.126,44.0,0
gig_worker,48018.11,50,0.754,0.21,1,0.566,0.0,0.343,86.4,0
gig_worker,34684.35,38,1.033,0.786,12,0.243,0.0,0.283,81.8,1
kirana_merchant,12143.84,45,0.792,0.142,0,0.837,0.725,0.083,37.4,0
kirana_merchant,34956.65,43,0.881,0.669,1,0.386,0.202,0.186,45.0,0
freelancer,36416.31,27,1.074,0.262,3,0.492,0.0,0.132,33.0,0
gig_worker,21647.22,46,0.926,0.109,4,0.462,0.0,0.189,99.0,0
gig_worker,12738.72,40,0.938,0.736,4,0.95,0.0,0.122,77.1,0
freelancer,27011.92,49,0.724,0.662,5,0.471,0.0,0.1,44.5,0
kirana_merchant,26799.69,36,0.934,0.367,6,0.241,0.881,0.265,44.5,0
gig_worker,15354.7,37,0.797,0.163,2,0.23,0.0,0.19,54.4,0
kirana_merchant,13021.93,44,1.056,0.389,1,0.373,0.435,0.201,29.5,0
kirana_merchant,25750.86,39,0.665,0.245,0,0.272,0.531,0.16,43.1,0
kirana_merchant,23943.72,49,0.743,0.846,5,0.835,0.411,0.321,15.3,1
kirana_merchant,21837.14,41,0.633,0.524,2,0.74,0.629,0.036,34.4,0
freelancer,25804.25,42,0.79,0.871,3,0.821,0.0,0.279,39.5,1
freelancer,15500.26,41,0.674,0.381,0,0.626,0.0,0.286,32.7,0
kirana_merchant,21646.3,41,1.023,0.545,9,0.579,0.239,0.149,50.1,0
gig_worker,35124.79,47,1.063,0.252,0,0.49,0.0,0.043,82.3,0
freelancer,22584.41,39,0.935,0.747,0,0.851,0.0,0.278,18.2,1
kirana_merchant,11661.1,46,0.652,0.133,2,0.201,0.136,0.169,45.6,0
kirana_merchant,21240.26,40,0.771,0.656,5,0.612,0.73,0.224,37.6,0
gig_worker,15755.12,55,1.082,0.413,2,0.499,0.0,0.285,60.3,0
freelancer,30747.63,43,0.668,0.563,0,0.323,0.0,0.075,26.4,0
kirana_merchant,31552.83,47,0.878,0.574,2,0.769,0.925,0.141,52.0,0
gig_worker,11738.3,39,0.776,0.669,2,0.415,0.0,0.249,51.4,0
kirana_merchant,39320.7,46,1.1,0.263,3,0.534,0.307,0.133,30.6,0
freelancer,15427.5,37,0.743,0.525,5,0.432,0.0,0.142,30.2,0
gig_worker,58664.56,41,0.624,0.442,1,0.688,0.0,0.265,79.9,0
freelancer,26255.0,38,0.951,0.326,24,0.209,0.0,0.266,27.7,1
kirana_merchant,14426.23,48,0.763,0.497,0,0.725,0.072,0.218,31.3,0
kirana_merchant,15199.34,52,0.929,0.862,6,0.531,0.966,0.156,37.5,1
gig_worker,32017.81,49,0.652,0.859,0,0.771,0.0,0.148,91.8,0
gig_worker,22122.49,59,0.862,0.323,1,0.871,0.0,0.117,99.0,0
freelancer,25633.95,52,0.788,0.807,11,0.611,0.0,0.045,39.0,1
gig_worker,60257.97,41,0.868,0.801,3,0.895,0.0,0.035,36.5,0
